severity,req#,subject,logged_date,last_updated,service
low,125139,Printer spooler error,01/31/2023 19:55:28 IST,01/31/2023 23:55:28 IST,Service 8
high,125140,Slow printing,09/03/2023 11:27:53 IST,09/04/2023 02:27:53 IST,Service 3
low,125142,Cannot print PDF,09/12/2023 01:24:04 IST,09/12/2023 19:24:04 IST,Service 10
critical,125147,Cannot connect to printer,12/21/2023 19:13:45 IST,12/24/2023 06:13:45 IST,Service 3
low,125151,Printer spooler error,08/16/2023 10:05:47 IST,08/18/2023 21:05:47 IST,Service 3
medium,125152,Network issues,01/06/2023 15:47:22 IST,01/08/2023 09:47:22 IST,Service 2
medium,125153,Cannot connect to printer,09/07/2023 20:23:37 IST,09/08/2023 16:23:37 IST,Service 8
high,125158,Driver installation error,09/01/2023 02:43:42 IST,09/01/2023 17:43:42 IST,Service 10
low,125159,Driver installation error,04/20/2023 22:49:20 IST,04/23/2023 18:49:20 IST,Service 2
critical,125160,Slow printing,09/04/2023 10:39:17 IST,09/07/2023 07:39:17 IST,Service 7
medium,125165,Slow printing,11/02/2023 07:53:06 IST,11/04/2023 10:53:06 IST,Service 9
critical,125170,Cannot print PDF,01/20/2023 02:54:28 IST,01/22/2023 03:54:28 IST,Service 4
medium,125173,Paper jam,10/08/2023 08:54:03 IST,10/09/2023 23:54:03 IST,Service 3
medium,125175,Printer spooler error,12/14/2023 06:12:58 IST,12/15/2023 01:12:58 IST,Service 8
critical,125177,Network issues,11/01/2023 08:02:09 IST,11/04/2023 08:02:09 IST,Service 1
high,125181,Low ink warning,03/29/2023 21:03:38 IST,04/01/2023 15:03:38 IST,Service 8
low,125183,Cannot print PDF,09/02/2023 00:20:11 IST,09/04/2023 11:20:11 IST,Service 6
low,125186,Printer not responding,08/06/2023 00:41:05 IST,08/06/2023 10:41:05 IST,Service 4
high,125189,Low ink warning,04/24/2023 17:34:22 IST,04/26/2023 06:34:22 IST,Service 8
medium,125193,Paper jam,06/09/2023 11:05:17 IST,06/09/2023 19:05:17 IST,Service 1
critical,125195,Cannot print PDF,05/11/2023 22:49:00 IST,05/13/2023 16:49:00 IST,Service 8
medium,125200,Slow printing,01/18/2023 12:26:25 IST,01/19/2023 08:26:25 IST,Service 2
low,125203,Low ink warning,06/01/2023 21:32:38 IST,06/03/2023 05:32:38 IST,Service 4
medium,125207,Toner not recognized,03/25/2023 14:37:31 IST,03/27/2023 01:37:31 IST,Service 1
low,125212,Cannot print PDF,08/09/2023 07:59:06 IST,08/11/2023 15:59:06 IST,Service 6
low,125214,Driver installation error,12/12/2023 23:51:02 IST,12/15/2023 23:51:02 IST,Service 5
low,125215,Cannot print PDF,01/31/2023 12:36:13 IST,02/01/2023 02:36:13 IST,Service 7
critical,125217,Low ink warning,07/11/2023 12:41:40 IST,07/12/2023 03:41:40 IST,Service 8
high,125218,Low ink warning,09/04/2023 08:13:52 IST,09/06/2023 22:13:52 IST,Service 6
medium,125223,Cannot connect to printer,05/15/2023 03:10:56 IST,05/16/2023 02:10:56 IST,Service 8
critical,125228,Paper jam,01/26/2023 14:43:32 IST,01/28/2023 03:43:32 IST,Service 9
low,125230,Printer spooler error,06/24/2023 07:56:44 IST,06/24/2023 09:56:44 IST,Service 9
critical,125234,Printer not responding,10/31/2023 08:41:34 IST,11/01/2023 05:41:34 IST,Service 5
critical,125236,Cannot connect to printer,06/06/2023 13:18:23 IST,06/08/2023 18:18:23 IST,Service 3
critical,125237,Network issues,05/29/2023 13:38:57 IST,05/31/2023 08:38:57 IST,Service 2
high,125239,Paper jam,05/06/2023 07:31:43 IST,05/08/2023 15:31:43 IST,Service 2
critical,125240,Low ink warning,01/31/2023 18:30:18 IST,02/02/2023 09:30:18 IST,Service 7
critical,125243,Printer not responding,01/01/2023 18:45:44 IST,01/03/2023 20:45:44 IST,Service 4
critical,125247,Toner not recognized,03/24/2023 15:59:40 IST,03/25/2023 05:59:40 IST,Service 4
low,125250,Toner not recognized,07/02/2023 10:18:31 IST,07/03/2023 22:18:31 IST,Service 9
medium,125255,Driver installation error,05/20/2023 15:50:12 IST,05/23/2023 15:50:12 IST,Service 2
medium,125259,Cannot print PDF,01/30/2023 00:22:23 IST,02/01/2023 11:22:23 IST,Service 4
low,125260,Paper jam,09/08/2023 01:08:11 IST,09/10/2023 07:08:11 IST,Service 3
critical,125261,Low ink warning,12/03/2023 00:34:28 IST,12/04/2023 10:34:28 IST,Service 1
critical,125265,Printer not responding,01/04/2023 11:25:11 IST,01/05/2023 01:25:11 IST,Service 7
medium,125270,Cannot print PDF,04/01/2023 12:13:09 IST,04/04/2023 06:13:09 IST,Service 3
low,125272,Driver installation error,12/15/2023 02:53:16 IST,12/17/2023 07:53:16 IST,Service 5
high,125275,Slow printing,07/06/2023 03:52:51 IST,07/09/2023 02:52:51 IST,Service 1
critical,125276,Cannot print PDF,08/12/2023 05:54:29 IST,08/14/2023 13:54:29 IST,Service 6
high,125279,Printer spooler error,08/24/2023 12:06:03 IST,08/26/2023 13:06:03 IST,Service 7
low,125281,Driver installation error,01/21/2023 10:19:54 IST,01/23/2023 10:19:54 IST,Service 6
high,125283,Toner not recognized,03/25/2023 06:22:21 IST,03/27/2023 11:22:21 IST,Service 9
high,125286,Cannot connect to printer,01/17/2023 19:14:41 IST,01/18/2023 14:14:41 IST,Service 8
high,125287,Printer spooler error,05/12/2023 01:06:27 IST,05/14/2023 09:06:27 IST,Service 1
high,125289,Printer not responding,03/27/2023 23:08:53 IST,03/29/2023 21:08:53 IST,Service 3
high,125291,Toner not recognized,11/26/2023 21:59:11 IST,11/27/2023 20:59:11 IST,Service 10
medium,125293,Printer spooler error,10/25/2023 10:30:37 IST,10/25/2023 13:30:37 IST,Service 9
low,125295,Paper jam,02/01/2023 16:29:09 IST,02/03/2023 03:29:09 IST,Service 8
low,125299,Paper jam,11/05/2023 06:56:43 IST,11/07/2023 06:56:43 IST,Service 4
high,125303,Cannot print PDF,03/19/2023 06:33:08 IST,03/20/2023 22:33:08 IST,Service 9
high,125307,Toner not recognized,10/05/2023 04:05:28 IST,10/07/2023 10:05:28 IST,Service 2
low,125309,Printer spooler error,07/10/2023 13:24:11 IST,07/13/2023 08:24:11 IST,Service 5
critical,125312,Printer not responding,06/15/2023 12:16:24 IST,06/17/2023 22:16:24 IST,Service 7
critical,125316,Driver installation error,03/17/2023 11:46:50 IST,03/18/2023 10:46:50 IST,Service 5
critical,125319,Slow printing,10/08/2023 14:20:23 IST,10/11/2023 07:20:23 IST,Service 7
low,125323,Printer spooler error,12/06/2023 12:53:52 IST,12/08/2023 02:53:52 IST,Service 8
high,125328,Printer spooler error,10/13/2023 16:29:03 IST,10/13/2023 17:29:03 IST,Service 2
medium,125331,Toner not recognized,04/26/2023 14:02:31 IST,04/27/2023 18:02:31 IST,Service 5
high,125335,Cannot print PDF,07/23/2023 02:05:12 IST,07/23/2023 10:05:12 IST,Service 6
medium,125340,Driver installation error,03/11/2023 17:14:39 IST,03/12/2023 18:14:39 IST,Service 9
low,125344,Low ink warning,06/06/2023 14:15:20 IST,06/06/2023 17:15:20 IST,Service 9
high,125349,Cannot print PDF,03/14/2023 03:56:44 IST,03/14/2023 13:56:44 IST,Service 9
critical,125354,Driver installation error,03/10/2023 22:21:50 IST,03/12/2023 21:21:50 IST,Service 7
medium,125356,Paper jam,03/20/2023 12:30:12 IST,03/20/2023 23:30:12 IST,Service 4
low,125357,Printer not responding,08/29/2023 01:43:34 IST,08/30/2023 13:43:34 IST,Service 7
low,125358,Cannot print PDF,01/23/2023 06:44:20 IST,01/24/2023 19:44:20 IST,Service 3
high,125363,Printer not responding,02/03/2023 03:09:09 IST,02/04/2023 05:09:09 IST,Service 9
critical,125368,Toner not recognized,05/22/2023 03:57:11 IST,05/23/2023 08:57:11 IST,Service 9
critical,125371,Printer spooler error,06/07/2023 03:12:04 IST,06/08/2023 07:12:04 IST,Service 8
high,125373,Toner not recognized,04/19/2023 08:01:03 IST,04/22/2023 05:01:03 IST,Service 8
low,125374,Cannot connect to printer,06/06/2023 21:04:46 IST,06/08/2023 07:04:46 IST,Service 8
low,125378,Network issues,08/13/2023 02:25:35 IST,08/15/2023 16:25:35 IST,Service 1
high,125381,Network issues,10/18/2023 07:33:17 IST,10/19/2023 09:33:17 IST,Service 5
critical,125382,Cannot print PDF,04/23/2023 11:31:11 IST,04/24/2023 16:31:11 IST,Service 6
low,125387,Paper jam,06/04/2023 04:38:42 IST,06/04/2023 12:38:42 IST,Service 1
medium,125391,Printer not responding,02/18/2023 14:27:31 IST,02/20/2023 13:27:31 IST,Service 9
high,125394,Paper jam,05/27/2023 03:56:20 IST,05/30/2023 03:56:20 IST,Service 8
high,125397,Slow printing,03/10/2023 12:09:45 IST,03/13/2023 06:09:45 IST,Service 3
medium,125402,Cannot print PDF,04/27/2023 03:38:48 IST,04/27/2023 09:38:48 IST,Service 9
critical,125405,Toner not recognized,01/22/2023 00:22:23 IST,01/24/2023 09:22:23 IST,Service 10
medium,125408,Network issues,06/15/2023 18:21:32 IST,06/16/2023 20:21:32 IST,Service 9
low,125409,Cannot print PDF,08/18/2023 17:02:17 IST,08/19/2023 08:02:17 IST,Service 3
medium,125413,Printer not responding,11/21/2023 18:53:10 IST,11/24/2023 08:53:10 IST,Service 6
low,125417,Toner not recognized,06/20/2023 15:59:16 IST,06/23/2023 13:59:16 IST,Service 5
low,125422,Low ink warning,11/11/2023 17:05:02 IST,11/13/2023 05:05:02 IST,Service 9
low,125424,Toner not recognized,03/07/2023 11:59:11 IST,03/08/2023 15:59:11 IST,Service 2
medium,125427,Driver installation error,01/10/2023 04:13:07 IST,01/11/2023 00:13:07 IST,Service 3
medium,125429,Paper jam,12/06/2023 16:27:50 IST,12/07/2023 02:27:50 IST,Service 7
low,125434,Toner not recognized,08/06/2023 21:00:30 IST,08/08/2023 17:00:30 IST,Service 4
critical,125439,Network issues,01/29/2023 05:02:25 IST,01/30/2023 21:02:25 IST,Service 7
low,125440,Printer not responding,06/29/2023 08:28:00 IST,06/30/2023 19:28:00 IST,Service 10
medium,125442,Cannot connect to printer,05/11/2023 00:42:13 IST,05/12/2023 10:42:13 IST,Service 7
low,125446,Cannot connect to printer,05/17/2023 13:06:54 IST,05/20/2023 02:06:54 IST,Service 4
low,125451,Low ink warning,01/27/2023 09:49:35 IST,01/27/2023 21:49:35 IST,Service 1
low,125452,Toner not recognized,01/17/2023 02:00:54 IST,01/17/2023 07:00:54 IST,Service 1
high,125453,Driver installation error,10/09/2023 21:06:10 IST,10/12/2023 03:06:10 IST,Service 2
high,125455,Paper jam,04/28/2023 23:12:10 IST,05/01/2023 05:12:10 IST,Service 5
critical,125456,Cannot connect to printer,09/06/2023 21:08:56 IST,09/09/2023 05:08:56 IST,Service 2
high,125457,Network issues,03/10/2023 07:25:31 IST,03/11/2023 04:25:31 IST,Service 1
high,125462,Slow printing,02/11/2023 17:57:02 IST,02/13/2023 00:57:02 IST,Service 6
high,125467,Cannot print PDF,02/26/2023 22:49:16 IST,03/01/2023 16:49:16 IST,Service 7
low,125472,Cannot connect to printer,02/01/2023 05:48:02 IST,02/02/2023 19:48:02 IST,Service 4
medium,125473,Printer spooler error,12/06/2023 11:46:12 IST,12/09/2023 05:46:12 IST,Service 6
critical,125476,Toner not recognized,06/22/2023 03:35:41 IST,06/25/2023 02:35:41 IST,Service 6
critical,125481,Printer spooler error,01/05/2023 03:48:10 IST,01/06/2023 03:48:10 IST,Service 9
low,125483,Driver installation error,05/23/2023 09:09:09 IST,05/24/2023 19:09:09 IST,Service 2
medium,125484,Cannot connect to printer,10/09/2023 14:27:38 IST,10/12/2023 10:27:38 IST,Service 10
low,125485,Printer spooler error,01/29/2023 23:09:02 IST,01/30/2023 02:09:02 IST,Service 5
low,125489,Cannot connect to printer,11/08/2023 06:33:14 IST,11/10/2023 21:33:14 IST,Service 7
low,125493,Cannot print PDF,12/28/2023 16:12:31 IST,12/28/2023 22:12:31 IST,Service 7
high,125494,Paper jam,07/24/2023 23:04:14 IST,07/27/2023 14:04:14 IST,Service 9
low,125498,Cannot print PDF,06/09/2023 11:49:13 IST,06/11/2023 05:49:13 IST,Service 1
low,125500,Printer spooler error,06/18/2023 00:41:29 IST,06/19/2023 12:41:29 IST,Service 7
low,125504,Network issues,02/07/2023 13:39:37 IST,02/09/2023 17:39:37 IST,Service 1
critical,125506,Cannot connect to printer,02/07/2023 17:40:33 IST,02/10/2023 16:40:33 IST,Service 3
medium,125509,Low ink warning,04/30/2023 12:17:51 IST,05/01/2023 12:17:51 IST,Service 9
critical,125513,Toner not recognized,12/03/2023 15:56:46 IST,12/05/2023 00:56:46 IST,Service 10
critical,125516,Toner not recognized,12/09/2023 19:34:20 IST,12/10/2023 05:34:20 IST,Service 2
critical,125521,Paper jam,12/09/2023 17:22:36 IST,12/10/2023 16:22:36 IST,Service 7
high,125525,Printer spooler error,03/05/2023 15:37:51 IST,03/06/2023 17:37:51 IST,Service 4
high,125529,Paper jam,04/14/2023 00:05:42 IST,04/15/2023 20:05:42 IST,Service 7
high,125531,Network issues,07/10/2023 06:11:28 IST,07/11/2023 10:11:28 IST,Service 10
high,125535,Printer spooler error,05/05/2023 14:33:04 IST,05/07/2023 04:33:04 IST,Service 5
critical,125536,Slow printing,07/24/2023 20:47:00 IST,07/26/2023 01:47:00 IST,Service 9
low,125540,Paper jam,09/26/2023 22:27:56 IST,09/28/2023 17:27:56 IST,Service 9
high,125542,Low ink warning,03/16/2023 00:15:37 IST,03/16/2023 14:15:37 IST,Service 7
critical,125543,Network issues,10/18/2023 17:13:50 IST,10/21/2023 08:13:50 IST,Service 10
low,125547,Printer not responding,01/11/2023 08:59:17 IST,01/12/2023 06:59:17 IST,Service 2
low,125548,Network issues,03/08/2023 15:54:33 IST,03/10/2023 00:54:33 IST,Service 8
high,125553,Network issues,11/06/2023 19:56:47 IST,11/07/2023 20:56:47 IST,Service 5
medium,125556,Driver installation error,06/03/2023 22:12:58 IST,06/04/2023 19:12:58 IST,Service 6
medium,125561,Cannot connect to printer,08/15/2023 21:38:45 IST,08/16/2023 04:38:45 IST,Service 4
medium,125566,Low ink warning,06/14/2023 04:50:48 IST,06/15/2023 00:50:48 IST,Service 4
medium,125568,Cannot connect to printer,06/13/2023 13:14:56 IST,06/16/2023 07:14:56 IST,Service 8
medium,125570,Driver installation error,05/15/2023 22:01:15 IST,05/18/2023 16:01:15 IST,Service 9
low,125572,Cannot print PDF,05/04/2023 11:48:09 IST,05/05/2023 21:48:09 IST,Service 1
high,125577,Printer spooler error,01/08/2023 22:02:25 IST,01/11/2023 05:02:25 IST,Service 9
low,125582,Printer not responding,12/16/2023 04:43:28 IST,12/17/2023 06:43:28 IST,Service 4
low,125584,Printer spooler error,06/11/2023 12:29:14 IST,06/13/2023 04:29:14 IST,Service 2
high,125587,Slow printing,01/07/2023 20:01:46 IST,01/10/2023 08:01:46 IST,Service 7
low,125591,Driver installation error,12/09/2023 14:20:15 IST,12/11/2023 05:20:15 IST,Service 6
critical,125592,Network issues,07/31/2023 11:58:29 IST,08/03/2023 04:58:29 IST,Service 7
high,125596,Cannot connect to printer,10/26/2023 20:37:05 IST,10/27/2023 05:37:05 IST,Service 8
medium,125597,Network issues,06/19/2023 16:39:56 IST,06/22/2023 07:39:56 IST,Service 8
high,125602,Low ink warning,01/21/2023 09:15:46 IST,01/22/2023 19:15:46 IST,Service 10
low,125606,Printer spooler error,06/13/2023 23:53:11 IST,06/16/2023 04:53:11 IST,Service 9
medium,125608,Driver installation error,01/25/2023 12:42:47 IST,01/26/2023 08:42:47 IST,Service 10
low,125612,Paper jam,07/28/2023 23:13:19 IST,07/29/2023 14:13:19 IST,Service 1
low,125615,Printer not responding,06/17/2023 13:51:46 IST,06/17/2023 21:51:46 IST,Service 9
high,125617,Paper jam,04/06/2023 07:33:02 IST,04/08/2023 13:33:02 IST,Service 8
low,125622,Slow printing,12/20/2023 15:08:36 IST,12/23/2023 04:08:36 IST,Service 6
critical,125625,Toner not recognized,04/13/2023 03:22:09 IST,04/15/2023 20:22:09 IST,Service 1
critical,125630,Cannot print PDF,10/26/2023 13:31:01 IST,10/28/2023 18:31:01 IST,Service 2
high,125635,Low ink warning,10/17/2023 08:19:49 IST,10/17/2023 16:19:49 IST,Service 4
medium,125639,Paper jam,01/18/2023 13:29:50 IST,01/21/2023 04:29:50 IST,Service 4
low,125642,Cannot connect to printer,10/11/2023 03:23:35 IST,10/14/2023 01:23:35 IST,Service 5
critical,125646,Slow printing,07/03/2023 18:23:51 IST,07/04/2023 10:23:51 IST,Service 3
high,125650,Printer spooler error,04/25/2023 19:52:43 IST,04/27/2023 04:52:43 IST,Service 4
medium,125655,Cannot connect to printer,03/11/2023 17:55:04 IST,03/12/2023 06:55:04 IST,Service 7
low,125660,Printer spooler error,04/28/2023 19:30:34 IST,04/30/2023 09:30:34 IST,Service 5
critical,125665,Slow printing,06/01/2023 14:50:19 IST,06/02/2023 06:50:19 IST,Service 7
medium,125666,Printer not responding,08/28/2023 06:50:04 IST,08/30/2023 04:50:04 IST,Service 8
high,125669,Low ink warning,04/08/2023 21:51:18 IST,04/09/2023 09:51:18 IST,Service 1
low,125670,Low ink warning,10/10/2023 11:36:16 IST,10/11/2023 00:36:16 IST,Service 5
critical,125673,Paper jam,02/02/2023 12:13:12 IST,02/04/2023 14:13:12 IST,Service 7
critical,125674,Printer not responding,05/23/2023 22:24:09 IST,05/26/2023 06:24:09 IST,Service 2
critical,125678,Printer spooler error,05/04/2023 04:28:41 IST,05/06/2023 19:28:41 IST,Service 4
medium,125681,Printer not responding,08/31/2023 05:00:03 IST,09/01/2023 19:00:03 IST,Service 2
medium,125683,Cannot connect to printer,02/21/2023 12:27:07 IST,02/22/2023 17:27:07 IST,Service 6
critical,125686,Slow printing,11/17/2023 23:56:43 IST,11/19/2023 04:56:43 IST,Service 7
critical,125688,Cannot print PDF,01/04/2023 08:23:18 IST,01/06/2023 08:23:18 IST,Service 4
low,125692,Cannot connect to printer,04/30/2023 15:51:17 IST,05/01/2023 19:51:17 IST,Service 9
critical,125697,Printer not responding,09/13/2023 04:08:49 IST,09/13/2023 19:08:49 IST,Service 4
medium,125702,Driver installation error,08/07/2023 05:26:26 IST,08/07/2023 10:26:26 IST,Service 2
low,125705,Slow printing,11/04/2023 14:04:47 IST,11/05/2023 21:04:47 IST,Service 8
low,125708,Low ink warning,11/18/2023 12:22:56 IST,11/21/2023 07:22:56 IST,Service 1
low,125709,Network issues,08/07/2023 10:06:45 IST,08/09/2023 08:06:45 IST,Service 5
high,125713,Printer not responding,06/01/2023 06:56:28 IST,06/02/2023 10:56:28 IST,Service 8
high,125717,Printer not responding,12/10/2023 20:21:27 IST,12/11/2023 04:21:27 IST,Service 6
medium,125719,Driver installation error,02/02/2023 07:30:03 IST,02/04/2023 16:30:03 IST,Service 1
high,125721,Paper jam,01/10/2023 06:32:16 IST,01/12/2023 03:32:16 IST,Service 10
medium,125723,Cannot print PDF,02/09/2023 20:32:51 IST,02/11/2023 10:32:51 IST,Service 9
high,125724,Network issues,04/23/2023 12:50:31 IST,04/25/2023 01:50:31 IST,Service 4
high,125726,Cannot print PDF,01/28/2023 16:44:30 IST,01/30/2023 22:44:30 IST,Service 5
high,125729,Driver installation error,04/25/2023 12:51:57 IST,04/25/2023 15:51:57 IST,Service 4
medium,125731,Driver installation error,05/16/2023 01:06:05 IST,05/16/2023 12:06:05 IST,Service 4
medium,125734,Slow printing,12/26/2023 11:25:41 IST,12/27/2023 01:25:41 IST,Service 8
low,125738,Network issues,01/24/2023 07:02:22 IST,01/25/2023 18:02:22 IST,Service 5
critical,125739,Paper jam,09/19/2023 21:54:33 IST,09/22/2023 12:54:33 IST,Service 7
medium,125744,Printer spooler error,03/06/2023 04:55:28 IST,03/08/2023 22:55:28 IST,Service 7
medium,125745,Slow printing,07/14/2023 15:28:13 IST,07/15/2023 05:28:13 IST,Service 5
high,125750,Cannot print PDF,08/03/2023 18:24:46 IST,08/06/2023 00:24:46 IST,Service 2
low,125754,Cannot print PDF,05/12/2023 13:28:42 IST,05/14/2023 02:28:42 IST,Service 4
high,125755,Printer spooler error,07/18/2023 06:38:39 IST,07/18/2023 12:38:39 IST,Service 3
critical,125759,Slow printing,01/16/2023 05:51:12 IST,01/18/2023 22:51:12 IST,Service 9
high,125760,Slow printing,08/08/2023 06:09:40 IST,08/10/2023 01:09:40 IST,Service 3
high,125762,Printer not responding,05/31/2023 00:19:53 IST,05/31/2023 22:19:53 IST,Service 7
low,125767,Printer spooler error,02/01/2023 17:19:36 IST,02/03/2023 08:19:36 IST,Service 3
high,125771,Low ink warning,11/16/2023 01:51:38 IST,11/17/2023 02:51:38 IST,Service 3
high,125776,Printer not responding,04/24/2023 16:47:39 IST,04/24/2023 21:47:39 IST,Service 10
high,125777,Paper jam,03/30/2023 04:46:43 IST,04/01/2023 13:46:43 IST,Service 6
low,125779,Slow printing,03/31/2023 04:25:12 IST,03/31/2023 07:25:12 IST,Service 6
high,125780,Paper jam,11/12/2023 12:05:41 IST,11/13/2023 11:05:41 IST,Service 2
low,125783,Network issues,04/03/2023 17:01:03 IST,04/04/2023 09:01:03 IST,Service 5
medium,125787,Printer not responding,05/23/2023 13:29:12 IST,05/24/2023 00:29:12 IST,Service 9
medium,125792,Printer spooler error,09/14/2023 15:46:14 IST,09/17/2023 06:46:14 IST,Service 3
critical,125793,Toner not recognized,11/08/2023 23:27:40 IST,11/10/2023 03:27:40 IST,Service 4
critical,125794,Paper jam,12/06/2023 22:15:24 IST,12/09/2023 08:15:24 IST,Service 1
low,125796,Low ink warning,08/14/2023 00:49:01 IST,08/16/2023 02:49:01 IST,Service 9
medium,125799,Printer not responding,11/26/2023 07:21:04 IST,11/28/2023 23:21:04 IST,Service 7
